Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
Glock In My Lap,21 Savage,SAVAGE MODE II,80,Unknown,https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft,6pcywuOeGGWeOQzdUyti6k
Maquiavélico,Canserbero,Muerte,76,"latin hip hop, rap",https://open.spotify.com/artist/1wGIhYkKWSq4yACtTkCkSX,447r2keRxpkINmWYp83MlH
Both (feat. Drake),Gucci Mane,The Return of East Atlanta Santa,68,"southern hip hop, rap, trap",https://open.spotify.com/artist/13y7CgLHjMVRMDqxdx0Xdo,5tFep7dXGd7vEJ668wTPux
RUNNING OUT OF TIME,"Tyler, The Creator",IGOR,79,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,5QvBXUm5MglLJ3iBfTX2Wo
I KNOW ?,Travis Scott,UTOPIA,83,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,6wsqVwoiVH2kde4k4KKAFU
Myself,Bazzi,COSMIC,66,Unknown,https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl,5YLHLxoZsodDWjqSgjhBf3
telepatía,Kali Uchis,Sin Miedo (del Amor y Otros Demonios) ∞,86,Unknown,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,6tDDoYIxWvMLTdKpjFkc1B
hostage,Billie Eilish,dont smile at me,78,Unknown,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,1WsEgieHsWWndAzLkmV105
wish you were gay,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",77,Unknown,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,3Fj47GNK2kUF0uaEDgXLaD
Lovers Rock,TV Girl,French Exit,89,Unknown,https://open.spotify.com/artist/0Y6dVaC9DZtPNH4591M42W,6dBUzqjtbnIa1TwYbyw5CM
Still Beating,Mac DeMarco,This Old Dog,75,indie,https://open.spotify.com/artist/3Sz7ZnJQBIHsXLUSo0OQtM,4LpUpiYoZ2M3Z1kmhn4EQo
Common Ground,Jack Harlow,Jackman.,58,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,2OZfJcpzSFApBxUA0gXuJz
Clair de lune,Claude Debussy,Träumerei - Liebestraum - Für Elise - Clair de lune - Gymnopédie - Sony Classical Masters,64,"classical, classical piano",https://open.spotify.com/artist/1Uff91EOsvd99rtAupatMP,6kf7ZCJjEbjZXikivKOsvJ
i am not who i was,Chance Peña,i am not who i was,71,Unknown,https://open.spotify.com/artist/4lhUHpVOXmkEBGGHV71QCh,5uu2OCGGrTRS1sIvlMgKwe
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",88,Unknown,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,6wf7Yu7cxBSPrRlWeSeK0Q
TQM,Fuerza Regida,TQM,74,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,368eeEO3Y2uZUQ6S5oIjcu
Frágil,Yahritza Y Su Esencia,Frágil,72,"sad sierreño, música mexicana, banda, corridos tumbados, corrido",https://open.spotify.com/artist/51ZSh80McCt7vbqHouzW0A,4JdSXF2p71cr8uCY3UiJM0
El Gordo Trae El Mando,Chino Pacas,El Gordo Trae El Mando,9,"corridos tumbados, corrido, corridos bélicos, música mexicana",https://open.spotify.com/artist/2rmkQLzj0k4nZdQehOUByO,3kf0WdFOalKWBkCCLJo4mA
Mi Bello Angel,Natanael Cano,Nata Montana,77,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos, música mexicana, banda",https://open.spotify.com/artist/0elWFr7TW8piilVRYJUe4P,4t46soaqA758rbukTO5pp1
El Azul,Junior H,El Azul,80,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",https://open.spotify.com/artist/7Gi6gjaWy3DxyilpF1a8Is,1haJsMtoBhHfvuM7XWuT3W
Bebe Dame,Fuerza Regida,Sigan Hablando,75,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,0IKeDy5bT9G0bA7ZixRT4A
Primera Cita,Carín León,Colmillo De Leche,5,"banda, norteño, sierreño, corrido, grupera, ranchera, sad sierreño, música mexicana",https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ,25OeKzcqakFPaJlXHPE5lm
LADY GAGA,Peso Pluma,GÉNESIS,81,"corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, banda, electro corridos",https://open.spotify.com/artist/12GqGscKJx3aE4t07u7eVZ,7mXuWTczZNxG5EDcjFEuJR
SABOR FRESA,Fuerza Regida,SABOR FRESA,77,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,1UMm1Qs3u59Wvk53zBUE8r
HARLEY QUINN,Fuerza Regida,Pa las Baby's Y Belikeada,80,"corrido, corridos tumbados, corridos bélicos, música mexicana, banda, sierreño, electro corridos, sad sierreño",https://open.spotify.com/artist/0ys2OFYzWYB5hRDLCsBqxt,6CvTEtGagmzQvkUzzyKR9k
OJITOS ROJOS,Grupo Frontera,El Comienzo,75,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW,11PV8CaPqlto9Uejx92C35
QUE VUELVAS,Grupo Frontera,El Comienzo,80,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW,5HR7yfhSCeoOHRQN05XnZQ
un x100to,Grupo Frontera,El Comienzo,79,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW,2yzshFeBIwH8tWIqHEFLeD
EL AMOR DE SU VIDA,Grupo Frontera,El Comienzo,82,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW,0O3U5iwTbiXCREMkvotJuN
De Contrabando,Jenni Rivera,"Parrandera, Rebelde y Atrevida (Deluxe)",42,"banda, mariachi, ranchera, música mexicana, grupera",https://open.spotify.com/artist/5c4wQaXkNDqSOTjqX4ExAu,22bvampIcXByx6L5Pepp1E
You Broke My Heart,Drake,For All The Dogs Scary Hours Edition,76,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,5Se32hEA9raeboZerywxka
Already Best Friends (feat. Chris Brown),Jack Harlow,Thats What They All Say,66,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,4RKJRRd4VJfZWiqQTYsleE
Lovin On Me,Jack Harlow,Lovin On Me,83,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,4xhsWYTOGcal8zt0J161CU
House Of The Rising Sun,The Animals,The Animals,75,classic rock,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,7BY005dacJkbO6EPiOh2wb
Warned You,Good Morning,Shawcross,60,bedroom pop,https://open.spotify.com/artist/2kMzxA8edU05hvMFU493zJ,3GahMRXI3rL2JVeSLZBRnF
Tumba Falsa,Los Tigres Del Norte,La Garra De...,69,"norteño, corrido, ranchera, banda, grupera, música mexicana, cumbia norteña",https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,4sGWDW0VBuCcQnh8pC3ABK
Souvenir,León Larregui,Solstis - De León Larregui,50,"rock en español, mexican indie, latin indie, latin alternative",https://open.spotify.com/artist/4ClsVDy2g7RKSSlvq8cF6d,2tXJEJyLeG4Ea9E4ntdyt9
A Lo Mejor,Banda MS de Sergio Lizárraga,No Me Pidas Perdón,76,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,1ugCJElyPMmDj2FYPgbD4d
Sway,Michael Bublé,Michael Bublé,77,christmas,https://open.spotify.com/artist/1GxkXlMwML1oSg5eLPiAz3,2ajUl8lBLAXOXNpG4NEPMz
XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,82,melodic rap,https://open.spotify.com/artist/4O15NlyKLIASxsJ0PrXPfz,7GX5flRQZVHRAGd6B4TmDO
DeLorean,Logic,Supermarket (Soundtrack),42,Unknown,https://open.spotify.com/artist/4xRYI6VqpkE3UwrDrAZL8L,2BxpnZOmEu9RQsAlJtt0pb
Renee,SALES,Renee,66,bedroom pop,https://open.spotify.com/artist/6vVztIuqdDHvYWxOEXCzjN,5MeUMSRreLHYLhw8ZTyqpk
DEAD MAN WALKING,Brent Faiyaz,WASTELAND,75,r&b,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG,2c2tlXfEmLgUNvxngIi1qL
Big Poppa - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),83,"gangster rap, east coast hip hop, hip hop",https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,2g8HN35AnVGIk7B8yMucww
Clouded,Brent Faiyaz,Fuck The World,79,r&b,https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG,2J6OF7CkpdQGSfm1wdclqn
Los Malaventurados No Lloran,PXNDX,Amantes Sunt Amentes,9,"rock en español, mexican rock, latin rock",https://open.spotify.com/artist/5NNlkZBrBpOJ7C11JwVxIj,66PRDvzBHhbcdbc4T4mrZY
Have You Ever Seen The Rain,Creedence Clearwater Revival,Pendulum (Expanded Edition),87,"classic rock, southern rock, country rock",https://open.spotify.com/artist/3IYUhFvPQItj6xySrBmZkd,2LawezPeJhN4AWuSB0GtAU
Una Peda,Eslabon Armado,"Tu Veneno Mortal, Vol. 2",61,"corridos tumbados, sad sierreño, corrido, sierreño, música mexicana, corridos bélicos",https://open.spotify.com/artist/0XeEobZplHxzM9QzFQWLiR,4Owj7xIXIFyNYIfHzL1YV8
Lake Missoula,Richy Mitch & The Coal Miners,RMCM,69,Unknown,https://open.spotify.com/artist/4qU7IJSReZnsLy5907Mtau,4x1dWc1GgAfC04GcTlllax
Two Weeks in December,Skullcrusher,Skullcrusher,47,Unknown,https://open.spotify.com/artist/1GUaQ6GpaxFPKZ0SCSsnwD,3DlDocuWwiY9SWHZRLs6UB
I have more than enough,Searows,I have more than enough,54,Unknown,https://open.spotify.com/artist/0nugNBwdWaptgIAsEtx1It,52TZItSmEl1Cb3Ai55Bwdi
House Song,Searows,House Song,3,Unknown,https://open.spotify.com/artist/0nugNBwdWaptgIAsEtx1It,1kr0XkYcWe2HTuCFN3BuGA
Older,Searows,End Of The World,37,Unknown,https://open.spotify.com/artist/0nugNBwdWaptgIAsEtx1It,0cDHWRP2kbdyQ7UbelwAO3
Crybaby,Searows,Guard Dog,1,Unknown,https://open.spotify.com/artist/0nugNBwdWaptgIAsEtx1It,0zFkRHg8VLdN1nEwEvafZP
Nieves De Enero,Chalino Sanchez,Nieves de Enero,73,"corrido, norteño, música mexicana, banda",https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,3fNK9wZMHV7CLG1z3rueBO
For James,Pale Jay,The Celestial Suite,61,retro soul,https://open.spotify.com/artist/7H3z77VbkJcCcFilmKqKNM,0Lf2PlT8IPAaWc59a2fWU6
El Karma,Ariel Camacho y Los Plebes Del Rancho,El Karma (Deluxe Version),72,"banda, sierreño, corrido, norteño, música mexicana",https://open.spotify.com/artist/2Lxa3SFNEW0alfRvtdXOul,34eVjAbZ5CzAtZIVMDHL1C
Florita Del Alma,Chalino Sanchez,Nieves de Enero,65,"corrido, norteño, música mexicana, banda",https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,0toHupbiqpqTIYiD95SUqJ
Si No Te Hubieras Ido,Marco Antonio Solís,La Historia Continúa...Parte IV,66,"grupera, mariachi, ranchera, latin pop",https://open.spotify.com/artist/3tJnB0s6c3oXPq1SCCavnd,3l1ZanpJ3jFQZMqATizqfE
Cabrón y Vago - En Vivo,El Fantasma,"Puerta Abierta, Vol. 1 (En Vivo)",72,"corrido, banda, norteño, corridos bélicos, sierreño, música mexicana",https://open.spotify.com/artist/0my6Pg4I28dVcZLSpAkqhv,4nbWX2HzrOEnX4xxvYRCyU
Que No Quede Huella,Bronco,A Todo Galope,63,"grupera, norteño, cumbia, cumbia norteña, tejano, banda",https://open.spotify.com/artist/0VKh7CQDi9MkUvaBMoK1V0,0vqs9bIFJgk6X9LvlatKfp
Te Solté la Rienda,José Alfredo Jimenez,El Cantinero,64,"mariachi, ranchera, música mexicana, bolero",https://open.spotify.com/artist/2T06whb4s6UiufL1j5Qtz9,3YubPkIjza38KmXTIGdk91
Si Nos Dejan,José Alfredo Jimenez,Coleccion Original,51,"mariachi, ranchera, música mexicana, bolero",https://open.spotify.com/artist/2T06whb4s6UiufL1j5Qtz9,3nuM254L7Ldb2n6UvY7JCK
No Hay Novedad,Los Cadetes De Linares,4 Decadas 20 Boleros,73,"norteño, corrido, bolero, banda, grupera, ranchera, música mexicana",https://open.spotify.com/artist/1iIxNEvPPmdFIIP0tdpw6G,5LhkCuUvJeMj308m4vlB8z
En El Ultimo Trago,José Alfredo Jimenez,Viejos Amigos,49,"mariachi, ranchera, música mexicana, bolero",https://open.spotify.com/artist/2T06whb4s6UiufL1j5Qtz9,2NHHppsOEAr4SUTJzHSmEt
Los Chismes,Chalino Sanchez,Recordando A Chalino,68,"corrido, norteño, música mexicana, banda",https://open.spotify.com/artist/7u9m43vPVTERaALXXOzrRq,7vafql00S0tEJ8tPpRZFFz
17 Años,Los Ángeles Azules,Una Lluvia De Rosas,72,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,1Y372uxsCkKqNclj2ercap
Llorar,Los Socios Del Ritmo,Llorar,56,"cumbia, cumbia sonidera, grupera",https://open.spotify.com/artist/7bzt5lHL6bzLO3c9mkxNMW,2f9XA7pBMjrHPO2cJW5XCu
Desvelado,Bobby Pulido,Desvelado,77,"tejano, grupera, norteño, cumbia norteña, banda",https://open.spotify.com/artist/4EEZg8R3dxbTCCQ1DVWtHg,2JJSGhPpATm8lXeYjD95fw
Un Puño De Tierra,Ramon Ayala Y Sus Bravos Del Norte,40 Éxitos,53,"norteño, tejano, cumbia norteña, música mexicana, corrido, grupera, banda, bolero, ranchera",https://open.spotify.com/artist/5j9R5dTGerKvdXopZnfJh9,466JLm2qQmjOzfbee0PIg6
Si Una Vez,Selena,Amor Prohibido,2,"tejano, cumbia, música mexicana",https://open.spotify.com/artist/6IE6z7DcZIT4Ml3Fh5Ivch,3zLQtoEeXA6Lr1sNrbyYbs
Amor Prohibido,Selena,Amor Prohibido,3,"tejano, cumbia, música mexicana",https://open.spotify.com/artist/6IE6z7DcZIT4Ml3Fh5Ivch,1kCewNSs909Xj1naXr36X8
Me Gustas Tu,Manu Chao,Próxima Estación: Esperanza,84,latin alternative,https://open.spotify.com/artist/6wH6iStAh4KIaWfuhf0NYM,6b37xrsNCWYIUphFBazqD6
No Me Queda Más,Selena,Amor Prohibido,1,"tejano, cumbia, música mexicana",https://open.spotify.com/artist/6IE6z7DcZIT4Ml3Fh5Ivch,1r28ZDlVxz24Rmy8Sq9REY
La Mesa Del Rincón,Los Tigres Del Norte,Los Dos Plebes,75,"norteño, corrido, ranchera, banda, grupera, música mexicana, cumbia norteña",https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,1FrXO0TFnw6g0ygHxhiZ3p
Ni Parientes Somos,Los Tigres Del Norte,Mi Buena Suerte,76,"norteño, corrido, ranchera, banda, grupera, música mexicana, cumbia norteña",https://open.spotify.com/artist/3hYtANQYrE6pd2PbtEyTIy,2ANeBRTHe6N0dq7dz7CaVJ
Halley's Comet,Billie Eilish,Happier Than Ever,79,Unknown,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,5XsAal7ZcWg1I5T4NcRjkv
Stuck on the puzzle,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,66,Unknown,https://open.spotify.com/artist/1ctkBmvz80MGyi72Ix055S,3cUxncrTWSA9lhlQbuIwUY
Que Onda,Calle 24,Que Onda,79,"corrido, corridos tumbados, corridos bélicos, electro corridos, sad sierreño",https://open.spotify.com/artist/6dLuQ5qXxIuWc5urxfIiZR,6uIIdjYTxxpWOyWuVXrKQO
I Miss You So,MINOVA,I Miss You So,59,Unknown,https://open.spotify.com/artist/6mskRz8EwbqCXm39vtGStC,7h7dHMkX9ja9rQZWMHQd2G
If You Were Mine,MINOVA,If You Were Mine,54,Unknown,https://open.spotify.com/artist/6mskRz8EwbqCXm39vtGStC,6X1e8vitsmstMQIC2wrETx
Virginia Beach,Drake,For All The Dogs,74,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,3eP13S8D5m2cweMEg3ZDed
Slime You Out (feat. SZA),Drake,For All The Dogs,69,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,0AYt6NMyyLd0rLuvr0UkMH
Looking Out for You,Joy Again,Looking Out for You,81,Unknown,https://open.spotify.com/artist/4jCIAMb0zEArF3GYEYzoDk,3jfZ9M23l0L7RxzYMTgBTv
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,87,"indie, garage rock",https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,086myS9r57YsLbJpU0TgK9
The Less I Know The Better,Tame Impala,Currents,88,"indie, psychedelic pop",https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,6K4t31amVTZDgR3sKmwUJJ
Cariño,The Marías,"Superclean, Vol. II",77,bedroom pop,https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx,16gJmoOqRt2lKmlXtDpWgH
Sabor a Mí,Eydie Gormé,Canta En Español Con Los Panchos,68,bolero,https://open.spotify.com/artist/6HnHBbeScFiQKXt3sUQA3Z,0Hja9zlVQHC768PsPjWscW
Love,Zoé,Rocanlover,73,"rock en español, mexican rock, mexican indie, latin alternative, latin indie, latin rock",https://open.spotify.com/artist/6IdtcAwaNVAggwd6sCKgTI,5tyznRXlcIx0XlQ7S8iCMW
Chachachá,Jósean Log,Háblate de Mí,80,"mexican indie, latin indie",https://open.spotify.com/artist/1LMyTeRhjaitILs98h3MaF,6aommJFM8i3iT4inKuDSXh
Lamento Boliviano,Los Enanitos Verdes,Big Bang,82,"rock en español, latin rock, argentine rock, mexican rock, latin alternative",https://open.spotify.com/artist/4TK1gDgb7QKoPFlzRrBRgR,6Pur3hWy6Nzc27ilmsp5HA
Dueles Tan Bien,Bruses,Monstruos,65,Unknown,https://open.spotify.com/artist/5bRLeMl4Tnozmg9wR1pY7y,5CXIcaCtSSdMu8e53hWAr8
¿Qué Se Siente Que Me Gustes Tanto?,"Daniel, Me Estás Matando",Suspiros,65,"bolero, mexican indie, latin indie",https://open.spotify.com/artist/51yyeVxyvecgePAWXmeLUE,2BWao7MNRld2ucMxswvxaU
What Once Was,Her's,Songs of Her's,78,indie,https://open.spotify.com/artist/77mJc3M7ZT5oOVM7gNdXim,1XrSjpNe49IiygZfzb74pk
Yo Quiero Fumar,El de La Guitarra,Lo Prometido Es Deuda Vol.2,59,"corrido, corridos tumbados, sierreño, banda, música mexicana, corridos bélicos",https://open.spotify.com/artist/0LIyZkH7LLbsA9T4YwUnEk,54R1JRL65L0LarHmgdMqay
Lo Que Siento,Cuco,Lo Que Siento,73,bedroom pop,https://open.spotify.com/artist/2Tglaf8nvDzwSQnpSrjLHP,4CYeId6mLAasOb6o0NCz4Y
The Lamp Is Low,Laurindo Almeida,Classical Current,67,"brazilian jazz, bossa nova, exotica",https://open.spotify.com/artist/5PkDpzWMZR7Id1vldhF8Qk,4QzZVJc6qPTtTkPem7qZRo
"It's Been a Long, Long Time (with Harry James & His Orchestra)",Kitty Kallen,The Kitty Kallen Story,61,Unknown,https://open.spotify.com/artist/0EYASMyi33J1ywBDgei1II,61sVa3rLHOYqrshahMJj0A
Will He,Joji,In Tongues (Deluxe),71,Unknown,https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq,7wvwXi9Z66dcH5t202vVkN
Momma,Kendrick Lamar,To Pimp A Butterfly,63,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,0CjJqkWOpIUXdem5hUcxAk
Trophies,Young Money,Rise Of An Empire (Deluxe Edition),73,Unknown,https://open.spotify.com/artist/5OrB6Jhhrl9y2PK0pSV4VP,6HfOzLLjsaXsehIFEsrxTk
First Person Shooter (feat. J. Cole),Drake,For All The Dogs,76,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,7aqfrAY2p9BUSiupwk3svU
NADIE SABE,Bad Bunny,nadie sabe lo que va a pasar mañana,73,"reggaeton, trap latino, urbano latino, latin",https://open.spotify.com/artist/4q3ewBCX7sLwd24euuV69X,23d8v6tU6lR77pFKsApMtF
C U Girl,Steve Lacy,C U Girl,81,Unknown,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp,6FBzhcfgGacfXF3AmtfEaX
"GONE, GONE / THANK YOU","Tyler, The Creator",IGOR,79,Unknown,https://open.spotify.com/artist/4V8LLVI7PbaPR0K2TGSxFF,1hz7SRTGUNAtIQ46qiNv2p
Je te laisserai des mots,Patrick Watson,Je te laisserai des mots,11,Unknown,https://open.spotify.com/artist/7bPs6jf983f0bjRAt1yxDM,0V5cvmTKsYmF5FmGGEAfmS
Evergreen,Richy Mitch & The Coal Miners,RMCM,85,Unknown,https://open.spotify.com/artist/4qU7IJSReZnsLy5907Mtau,6me7F0aaZjwDo6RJ5MrfBD
La Internacional,Polo Gonzalez,La Internacional,52,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, electro corridos",https://open.spotify.com/artist/0OpXeanba0vYnyoft00BP6,6T0FTw6tAOUbeMIvGV7WrX
Mr. Sandman,The Chordettes,The Chordettes' Best,0,doo-wop,https://open.spotify.com/artist/62GnBjssWSXBlKvQohT2Bk,1T3tP6HvCgDF8ewpRqwM1e
Tried Our Best,Drake,For All The Dogs,70,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,3IHt4j5uAEl7iBu8Utn985
One Dance,Drake,Views,89,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,1zi7xx7UVEFkmKfv06H8x0
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",83,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,3F5CgOj3wFlRv51JsHbxhe
"I'm Good Luv, Enjoy.",Aaron May,CHASE,73,Unknown,https://open.spotify.com/artist/2rwALQ1SXdfUWPUd6WOfYS,3RKLJPyyMZfwebsePAzqjL
SUNDOWN,Jack Harlow,Loose,56,Unknown,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,0ipgd8PPFza3NNmN3Rn2uF
A Time for Love,Doxas Brothers,A Time for Love,0,Unknown,https://open.spotify.com/artist/5a2mlBBRRNNYfpMdHjFgI5,2T271QHz5y3nzjKY5Inu85
Lost,Frank Ocean,channel ORANGE,86,Unknown,https://open.spotify.com/artist/2h93pZq0e7k5yf4dywlkpM,3GZD6HmiNUhxXYf8Gch723
Azul,Zoé,Aztlán,75,"rock en español, mexican rock, mexican indie, latin alternative, latin indie, latin rock",https://open.spotify.com/artist/6IdtcAwaNVAggwd6sCKgTI,7ffkdwy4EvMSeUnPVSyqqw
Babydoll,Dominic Fike,"Don't Forget About Me, Demos",84,Unknown,https://open.spotify.com/artist/6USv9qhCn6zfxlBQIYJ9qs,7yNf9YjeO5JXUE3JEBgnYc
Weak for Your Love,Thee Sacred Souls,Thee Sacred Souls,72,retro soul,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,3W4xqKFMKBauuU517t8NIb
Will I See You Again?,Thee Sacred Souls,Will I See You Again?,79,retro soul,https://open.spotify.com/artist/0oK5D6uPhGu4Jk2dbZfodU,4R5GN0mBvb6jkRj3Zvyhkl
X,Nicky Jam,Intimo,80,"reggaeton, latin",https://open.spotify.com/artist/1SupJlEpv7RS2tPNRaHViT,5YUyW9opqNsMSEzzecZih1
Te Ví Con El,Carín León,Amanecida Con Todo y Con Todos,68,"banda, norteño, sierreño, corrido, grupera, ranchera, sad sierreño, música mexicana",https://open.spotify.com/artist/66ihevNkSYNzRAl44dx6jJ,3osBlMQdoOr4Mw7DU0q2v3
Young,Vacations,Vibes,81,Unknown,https://open.spotify.com/artist/0U7iI0Dk4Ojvi17nZboNO4,1KIJclzEbNhSVw8tiHPWwE
Wait a Minute!,WILLOW,ARDIPITHECUS,81,Unknown,https://open.spotify.com/artist/3rWZHrfrsPBxVy692yAIxF,0y60itmpH0aPKsFiGxmtnh
Labios Rotos - En Vivo Desde México / 2010,Zoé,MTV Unplugged Música De Fondo (Reissue/Live),80,"rock en español, mexican rock, mexican indie, latin alternative, latin indie, latin rock",https://open.spotify.com/artist/6IdtcAwaNVAggwd6sCKgTI,1nULBrlzWatdcjA2ZctIMv
Stevie Doesn't Wonder,Hotel Ugly,Stevie Doesn't Wonder,73,Unknown,https://open.spotify.com/artist/35WVTyRnKAoaGExqgktVyb,7BgyWwbbybJr2IbQoI1gzH
P.Y.T. (Pretty Young Thing),Michael Jackson,Thriller,78,Unknown,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,1CgmY8fVN7kstVDZmsdM5k
Ain't No Mountain High Enough,Marvin Gaye,United,85,"motown, soul, northern soul, quiet storm",https://open.spotify.com/artist/3koiLjNrgRTNbOwViDipeA,7tqhbajSfrz2F7E1Z75ASX
More Than A Woman,Bee Gees,Greatest,79,disco,https://open.spotify.com/artist/1LZEQNv7sE11VDY3SdxQeN,49OMJ1prsRA7ZYgrAjz70c
My Way,Frank Sinatra,My Way (Expanded Edition),77,"christmas, big band, adult standards, swing music, vocal jazz, jazz",https://open.spotify.com/artist/1Mxqyy3pSjf8kZZL4QVxS0,3spdoTYpuCpmq19tuD0bOe
Rock with You - Single Version,Michael Jackson,Off the Wall,82,Unknown,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,7oOOI85fVQvVnK5ynNMdW7
Thriller,Michael Jackson,Thriller 25 Super Deluxe Edition,71,Unknown,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,3S2R0EVwBSAVMd5UMgKTL0
Somebody's Watching Me,Rockwell,Body By Jake: Randy Couture Workout Mix (BPM 104-144),58,Unknown,https://open.spotify.com/artist/3xs0LEzcPXtgNfMNcHzLIP,2H2379xRxgQVvcOSoL8Ajr
Transportin',Kodak Black,Project Baby 2: All Grown Up,80,Unknown,https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7,1WIZiOuNO3woKfdlSK2gNn
Heartbeat,Childish Gambino,Camp,16,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,0zo4aX57COch7Wh3NRImTM
Les,Childish Gambino,Camp,18,Unknown,https://open.spotify.com/artist/73sIBHcqh3Z3NyqHKZ7FOL,0YsGMHid6sFq5PcToe3JZE
Sweet Caroline,Neil Diamond,Sweet Caroline,79,Unknown,https://open.spotify.com/artist/7mEIug7XUlQHikrFxjTWes,62AuGbAkt8Ox2IrFFb8GKV
