Song Title,Artist,Album Title,Popularity,Genres,Artist Link,Track ID
Chapter Six,Kendrick Lamar,Section.80,69,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,3DBFOXJKitLKUjlyOCX7ow
Mortal Man,Kendrick Lamar,To Pimp A Butterfly,61,"hip hop, west coast hip hop",https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,1WT11QmhZutciEv1NsHt1R
Maybe It's You,Pump Action,Maybe It's You,50,Unknown,https://open.spotify.com/artist/4Fb4B8ahca7VvUQv24Qttm,5oUlEkEwz9eaxaFbtajKqu
Mimi's Delivery Service,Good Kid,Mimi's Delivery Service,67,Unknown,https://open.spotify.com/artist/38SKxCyfrmNWqWunb9wGHP,3yXJjux4ngdBID25f0QIui
Over You,Vacations,No Place Like Home,52,Unknown,https://open.spotify.com/artist/0U7iI0Dk4Ojvi17nZboNO4,1y1EwXHdAIyt23LJs96bhH
It Soothes Me,Beach Vacation,Coping Habits,61,dream pop,https://open.spotify.com/artist/5r5uCVk3IIzm2jdfGDpl8C,6sgnvABaQ82zq4Pm6abqb1
You Are the Right One,Sports,Naked All the Time,77,Unknown,https://open.spotify.com/artist/4AGNJdJiVltImYk1UTLE0K,2qpacEyFxmbxCpIEqZkqvC
La Farsante,Juan Gabriel,Todo,66,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,1o0tPc9qFFFuGK4ka2IkCp
Se Me Olvidó Otra Vez,Juan Gabriel,15 Anos De Exitos,63,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,6Y3AwA8UfVSDjeMrdJyjLK
Caray,Juan Gabriel,Todo,69,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,3SPqDiyU1dKcWfBBWpPEC3
El Amar y el Querer,José José,Reencuentro,76,"bolero, bacardi",https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,7wUt1v2ddVqPayC8EKDp5P
El Triste,José José,15 Exitos De Oro,63,"bolero, bacardi",https://open.spotify.com/artist/4mN0qcMxWX8oToqfDPM5yV,6HgUhIiqCepGzgb4nuses6
Brillantes Con Carbón,Trio Los Jaibos,Trio Los Jaibos,29,bolero,https://open.spotify.com/artist/5SVbx6F5ArKll70amV3lv7,0U619b77NiSBuZZpWu7KOh
El Muchacho de los Ojos Tristes,Jeanette,Originales - 20 Exitos,70,Unknown,https://open.spotify.com/artist/2Asr5Otk5aKK272pK4ocG2,41JBXtssxYuLMyiBwwlnY6
Heat Waves,Glass Animals,Dreamland (+ Bonus Levels),17,Unknown,https://open.spotify.com/artist/4yvcSjfu4PC0CYQyLy4wSq,02MWAaffLxlfxAUY7c5dvx
Johnny B. Goode,Chuck Berry,Berry Is On Top,7,"rockabilly, rock and roll",https://open.spotify.com/artist/293zczrfYafIItmnmM3coR,4Hbe0lRKsXtDZ2wQIovz7I
Black Dog - Remaster,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),75,"classic rock, rock, hard rock, rock and roll",https://open.spotify.com/artist/36QJpDe2go2KgaRleHCDTp,3qT4bUD1MaWpGrTwcvguhb
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),86,"funk rock, alternative rock, rock",https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5,1G391cbiT3v3Cywg8T7DM1
For the Last Time,$uicideboy$,For the Last Time,78,"dark trap, emo rap, horrorcore, punk rap, cloud rap, underground hip hop",https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,240audWazVjwvwh7XwfSZE
It Takes A Woman,Chris Stapleton,It Takes A Woman,61,country,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,64lQdlm7FlF0AYZsRaZlBP
Cold,Chris Stapleton,Starting Over,76,country,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,24nhOvYX2gk3txBbMzXeUB
Brain Stew,Green Day,Insomniac,81,"punk, pop punk",https://open.spotify.com/artist/7oPftvlwr6VrsViSDV7fJY,1nLnpLXvl68RZCSjfkyiaa
Like a Stone,Audioslave,Audioslave,85,"grunge, post-grunge, alternative metal",https://open.spotify.com/artist/2ziB7fzrXBoh1HUPS6sVFn,3YuaBvuZqcwN3CEAyyoaei
Believe,Staind,The Illusion of Progress,52,"post-grunge, nu metal, alternative metal",https://open.spotify.com/artist/5KDIH2gF0VpelTqyQS7udb,098lPAWl2OmsCx64TXH5OQ
Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,80,"melodic rap, emo rap",https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,3oDkdAySo1VQQG0ptV7uwa
La Gloria Eres Tu,Los Tres Diamantes,Los Tres Diamantes,45,bolero,https://open.spotify.com/artist/1xw1uyV0tzUHU2d850PAH1,0T52imrJJ2sE9WKeLLxSsF
Mahè,Piero Umiliani,La ragazza dalla pelle di luna,62,exotica,https://open.spotify.com/artist/5sD7Cf3SaTVcrg81GQi1Xk,29eLonNk3JNVWqu58cr7rq
ミッドナイト・ランデブー,CASIOPEA,CASIOPEA,54,"jazz fusion, city pop, jazz funk, jazz",https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,56prPhOQ8YcVNLK9UXn7Py
スペース・ロード,CASIOPEA,CASIOPEA,49,"jazz fusion, city pop, jazz funk, jazz",https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,5mhMk5MWThkEtMe7i1vhko
タイム・リミット,CASIOPEA,CASIOPEA,56,"jazz fusion, city pop, jazz funk, jazz",https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,0MaM0yE9EdQEJwDfs6EAZ9
百家争鳴,ExhiVision,ExhiVision,4,jazz fusion,https://open.spotify.com/artist/45jbTAGluOWJgax8cXnAZ4,39uskhqVuMsYDOhjPwVufS
I Think I Left the Stove On,Hotel Ugly,I Think I Left the Stove On,74,Unknown,https://open.spotify.com/artist/35WVTyRnKAoaGExqgktVyb,34HgIvucTKJvDgzHVMaGLG
Is there free breakfast here?,Hotel Ugly,Ugly Duck,70,Unknown,https://open.spotify.com/artist/35WVTyRnKAoaGExqgktVyb,30jui3PqevssdIVpjEWM38
Yo Ya No Vuelvo Contigo - En Vivo,Lenin Ramírez,Yo Ya No Vuelvo Contigo (En Vivo),73,"corrido, banda, sierreño, corridos bélicos, norteño, corridos tumbados, sad sierreño",https://open.spotify.com/artist/3hTffafUYLLgO4yuPAxb5U,1s59X35jDULAyOGmBuTAnd
En Tu Perra Vida,Grupo Firme,En Tu Perra Vida,3,"banda, corrido, norteño, sierreño, grupera, música mexicana, corridos bélicos",https://open.spotify.com/artist/1dKdetem2xEmjgvyymzytS,0ldT3gl7aGNzrJyd4b1CA4
Ya Supérame (En Vivo),Grupo Firme,Ya Supérame (En Vivo),5,"banda, corrido, norteño, sierreño, grupera, música mexicana, corridos bélicos",https://open.spotify.com/artist/1dKdetem2xEmjgvyymzytS,6HIIuuUIEzH1meVdGbMXyf
Me Hiciste un Borracho,Edwin Luna y La Trakalosa de Monterrey,Me Hiciste un Borracho,50,"banda, norteño",https://open.spotify.com/artist/4LFOoXhMhnq9U8VsZkSwxl,4oMVO2Ykko5M6cU6yCAkNt
No Place Like Home,Vacations,No Place Like Home,52,Unknown,https://open.spotify.com/artist/0U7iI0Dk4Ojvi17nZboNO4,0aTEploFYEQ2ClRxjcH5kQ
Without You,Strawberry Guy,Without You,72,bedroom pop,https://open.spotify.com/artist/1AbJ2cmwK400LSvdvBL5Jc,2hIrHUgeI2cKYwM18MkGPK
"Call It Fate, Call It Karma",The Strokes,Comedown Machine,73,"garage rock, indie rock, alternative rock",https://open.spotify.com/artist/0epOFNiUfyON9EYx7Tpr6V,3Y4rUyw7XBCK6hGHCOt6rp
Amtrak,Los Retros,Looking Back,70,"latin indie, bedroom pop",https://open.spotify.com/artist/0qraFJK6boYSp4ZMMX4PzG,5F6ekGcdu623mkhTVgk64Z
Need 2,Pinegrove,Everything So Far,81,midwest emo,https://open.spotify.com/artist/2gbT6GPXMis0OAkZbEQCYB,3kQfBtkQqgN1fAMfhks8TU
Away,Vacations,Vibes,62,Unknown,https://open.spotify.com/artist/0U7iI0Dk4Ojvi17nZboNO4,2NaGl56lq71UMzDSI8jmJ3
Yam Yam,No Vacation,Yam Yam,44,"bedroom pop, dream pop",https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq,26iu1k7U1NT2i8Sz7mDPGa
Ventura Highway,America,Homecoming,80,"soft rock, folk rock",https://open.spotify.com/artist/35U9lQaRWSQISxQAB94Meo,4IU1RL4BKvFyXtbTwaHAvW
"Laila, Pt. 1",Agitation Free,2Nd,40,"krautrock, space rock, progressive rock, psychedelic rock, avant-garde",https://open.spotify.com/artist/1fvjrL59qNJVJKNQB8RUg3,29SbPOE0itqF50d4HWrcnu
Pienso En Ella,Grupo Frontera,Pienso En Ella,67,"cumbia norteña, banda, norteño, música mexicana, corrido, corridos tumbados, grupera, corridos bélicos, tejano",https://open.spotify.com/artist/6XkjpgcEsYab502Vr1bBeW,2A7bKx16cVAOkLla98qzMx
El ataque de las chicas cocodrilo,Hombres G,La Cagaste... Burt Lancaster,74,"rock en español, latin rock, mexican rock",https://open.spotify.com/artist/60uh2KYYSCqAgJNxcU4DA0,3quyxN3SapEsojxk1Uw10K
All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,85,"melodic rap, emo rap",https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,4VXIryQMWpIdGgYR4TrjT1
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,86,"melodic rap, emo rap",https://open.spotify.com/artist/4MCBfE4596Uoi2O4DtmEMz,285pBltuF7vW8TeWk8hdRR
El Hijo Desobediente,Antonio Aguilar,"Rancherísimo, Vol. 2",68,"ranchera, mariachi, corrido, norteño, música mexicana, banda, bolero",https://open.spotify.com/artist/0PN0fbe41KbuzlRYnoajNm,1uWves4S89RPNHMMM28H0x
Cómo Te Extraño Mi Amor,Leo Dan,Como Te Extraño Mi Amor,74,"bolero, ranchera, mariachi",https://open.spotify.com/artist/6qhOH2mrlqUDod9sWA5kR2,5ozZHuU1nWqq2UaFM9xa5A
Historia sin fin,Banda Machos,Historia sin fin,69,"banda, grupera, cumbia, cumbia norteña, duranguense, música mexicana, norteño",https://open.spotify.com/artist/7MyUjj79oHy7I8RocrtzZ2,7LMuasDvRrwulpdKMyukDl
SCENT OF NOVA,ExhiVision,ExhiVision,7,jazz fusion,https://open.spotify.com/artist/45jbTAGluOWJgax8cXnAZ4,4mTSKHX96n1k92FiHLmIPR
Echoes,Pink Floyd,Meddle,61,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,7kriFJLY2KOhw5en9iI2jb
Ducky Ducky (Flying Beagle),Komuchiwa,Ducky Ducky (Flying Beagle),37,"jazz fusion, city pop",https://open.spotify.com/artist/7MTee4nBzfoOJSdDYQ0DP2,4IPvXFtzlB6zI7nku0EviA
Baby Talk (Flying Beagle),Komuchiwa,Baby Talk (Flying Beagle),48,"jazz fusion, city pop",https://open.spotify.com/artist/7MTee4nBzfoOJSdDYQ0DP2,5rdGpiqHWjz0ViaQ3ZEVmM
The Stage,Avenged Sevenfold,The Stage (Deluxe Edition),56,"metal, alternative metal, heavy metal, rock",https://open.spotify.com/artist/0nmQIMXWTXfhgOBdNzhGOs,69gBAQdpxvCsw34Bbf8MnD
Orchid - 2014 Remaster,Black Sabbath,Master of Reality (2014 Remaster),51,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock",https://open.spotify.com/artist/5M52tdBnJaKSvOpJGz8mfZ,7f5pVscGqWGPmzyAJ3thAI
Eclipse,Pink Floyd,The Dark Side of the Moon,65,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,1tDWVeCR9oWGX8d5J9rswk
"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",Pink Floyd,Wish You Were Here [2011 - Remaster] (2011 Remastered Version),0,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,2dWCp5vcNwSy25zRVFGC5t
Linda,Alberto Baldan Bembo,L'amica di mia madre (Colonna sonora originale del film),58,Unknown,https://open.spotify.com/artist/13MlmKnz81PZqZgMfCdVRR,6zE2xJvFmHEPECsvLki2CE
Mistress Arrives,Michel Colombier,Colossus: The Forbin Project (Original Motion Picture Soundtrack),55,Unknown,https://open.spotify.com/artist/5zl0vKMseEhdyXv88He8WQ,2RuOx8TOWRGbMoNw2lQvCa
ティアーズ・オブ・ザ・スター,CASIOPEA,CASIOPEA,54,"jazz fusion, city pop, jazz funk, jazz",https://open.spotify.com/artist/0lRXEutklZUeNdWIJA1NI0,15DKVRxHhKqRmIE2L6G82h
Duo,Moray Pringle,Good Times,26,"math rock, djent",https://open.spotify.com/artist/2XxpV0Zg0H0BZWCxgZQZKW,5SFwVJ2Seaw42oMlLitGJl
ICE BOUND,ExhiVision,ExhiVision,5,jazz fusion,https://open.spotify.com/artist/45jbTAGluOWJgax8cXnAZ4,22Tx8BNgsC2wipc0p8f8ko
トーキョーレギー,Masayoshi Takanaka,SEYCHELLES,67,"jazz fusion, city pop, jazz funk",https://open.spotify.com/artist/2Ex4vjQ6mSh5woTlDWto6d,5floNyItopWZyB4IzKrJtW
OH! TENGO SUERTE,Masayoshi Takanaka,SEYCHELLES,65,"jazz fusion, city pop, jazz funk",https://open.spotify.com/artist/2Ex4vjQ6mSh5woTlDWto6d,7E4qUlNYocWix5FKBdw5CN
Welcome to the Jungle,Stage Kids,Recess,38,"math rock, post-rock",https://open.spotify.com/artist/6PA6cOkr31WIibRMDZXZkU,7f1aOC7sKCLj9dDM8Wqdm6
NIGHT VIEW,ExhiVision,ExhiVision,16,jazz fusion,https://open.spotify.com/artist/45jbTAGluOWJgax8cXnAZ4,5qb8p4ytJxxSlqnQSlyV4k
Have a Cigar,Pink Floyd,Wish You Were Here,75,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,3CmHvyZQQAGkKkTjTBFWN6
I Wanna Be Yours,Arctic Monkeys,AM,94,"indie, garage rock",https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH,5XeFesFbtLpXzIVDNQP22n
No Me Pidas Perdón,Banda MS de Sergio Lizárraga,No Me Pidas Perdón,77,"banda, norteño, grupera, música mexicana, corrido",https://open.spotify.com/artist/2C6i0I5RiGzDKN9IAF8reh,5GF1ljm1AWf6RQs9bQkZPR
Corazón de Piedra,Xavi,Corazón de Piedra,73,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda",https://open.spotify.com/artist/3Me35AWHCGqW4sZ7bWWJt1,0dEAiKNbHt4mrjjoiL0loc
Charm,Rema,Rave & Roses Ultra,72,"afrobeats, afrobeat, afropop, afropiano",https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS,1iBWjQ9af9NnUd5xnQDB3k
Doja,Central Cee,Doja,80,"uk drill, drill, grime",https://open.spotify.com/artist/5H4yInM5zmHqpKIoMNAx4r,3LtpKP5abr2qqjunvjlX5i
Santorini Coffee,melvitto,THENIGHTISYOUNG.,67,"afrobeats, alté, afrobeat, afroswing, afropop, afro soul",https://open.spotify.com/artist/4Xj0nxVO4r7PLEaw7LRiBa,6TTR7tXftck5lU7BPRY7bV
Calm Down,Rema,Rave & Roses,71,"afrobeats, afrobeat, afropop, afropiano",https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS,3BnDvpeuGOj21Ir2aVEtQo
I'll Come Running Back To You - Single Version With Dubs,Sam Cooke,The 2 Sides Of Sam Cooke,54,"motown, soul",https://open.spotify.com/artist/6hnWRPzGGKiapVX1UCdEAC,3CDEoUqFIzVap4v8YFnjr4
Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,"Grupo Cañaveral, Vol. 3",71,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/48zixAu4wMDZwpVbOenDU7,1JO6kEdXrxBq9QobefZg0H
El Listón De Tu Pelo,Los Ángeles Azules,Una Lluvia De Rosas,75,"cumbia, cumbia sonidera, salsa",https://open.spotify.com/artist/0ZCO8oVkMj897cKgFH7fRW,5hrxAFrYbNTLjAYSrmbpgr
Grenade,Bruno Mars,Doo-Wops & Hooligans,79,Unknown,https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C,2tJulUYLDKOg9XrtVkMgcJ
Amor Sin Palabras,Los Caminantes,"Nuestras Canciones Romanticas Favoritas ""20 Exitazos""",67,"grupera, cumbia",https://open.spotify.com/artist/6ziEnj8UydSg8dr68C3aut,199p1rquWNc5inYj6u8UhW
Can't Tell Me Nothing,Kanye West,Graduation,84,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,0mEdbdeRFQwBhN4xfyIeUM
Kids,MGMT,Oracular Spectacular,86,indie,https://open.spotify.com/artist/0SwO7SWeDHJijQ3XNS7xEE,1jJci4qxiYcOHhQR247rEU
Siempre en Mi Mente,Juan Gabriel,Siempre En Mi Mente,69,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,5vmqRHDrMgdbw3CIvQycbj
¿Por Qué Me Haces Llorar?,Juan Gabriel,Juan Gabriel,76,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,68pE8830rWrd5LSSfKcRqn
Aquellos Ojos Verdes,Nat King Cole,A Mis Amigos,50,"christmas, adult standards, vocal jazz",https://open.spotify.com/artist/7v4imS0moSyGdXyLgVTIV7,35uu4l4jYnCLMh88URXqoX
Aquellos Ojos Verdes,Ibrahim Ferrer,Ibrahim Ferrer (Buena Vista Social Club Presents),51,"son cubano, latin jazz, bolero",https://open.spotify.com/artist/5dss7E1Ph0KxuF1ULfAx4D,6T8G2zuDFwIV0z5TTx0apb
Querida,Juan Gabriel,Recuerdos II,74,"mariachi, ranchera, bolero, música mexicana",https://open.spotify.com/artist/2MRBDr0crHWE5JwPceFncq,5ySxlyvySBhIEvoO2xx7uT
Baby Did You Hear,Dinah Washington,Music For Late Hours,9,"vocal jazz, jazz, jazz blues",https://open.spotify.com/artist/32LHRiof0sa4taYew9i3Fa,1jtcp86GPe4vXqZRk8qqW1
Fallaste Corazón,Pedro Infante,Mexico Gran Colección Ranchera: Pedro Infante,59,"mariachi, bolero, ranchera, música mexicana",https://open.spotify.com/artist/7y33enVLfDvft6HGNmcxdV,6BIRIBJuEGLds1oAxvybLO
5 Grand at 8 to 1,$uicideboy$,Long Term Effects of SUFFERING,64,"dark trap, emo rap, horrorcore, punk rap, cloud rap, underground hip hop",https://open.spotify.com/artist/1VPmR4DJC1PlOtd0IADAO0,1RSjxBz03F6vEqoHT9jWBa
Brazil,Declan McKenna,What Do You Think About the Car?,85,Unknown,https://open.spotify.com/artist/2D4FOOOtWycb3Aw9nY5n3c,4sNG6zQBmtq7M8aeeKJRMQ
Said so What,French Kicks,Swimming,44,Unknown,https://open.spotify.com/artist/2Jj04JcXjjnE99c4225LHF,5rGqKxQJKsMq8RIR6bzqgG
SICKO MODE,Travis Scott,ASTROWORLD,85,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,2xLMifQCjDGFmkHkpNLD9h
FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,88,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,42VsgItocQwOQC3XWZ8JNA
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,87,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,6gBFPUFcJLzWGx4lenP6h2
BUTTERFLY EFFECT,Travis Scott,ASTROWORLD,84,rap,https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY,2cYqizR4lgvp4Qu6IQ3qGN
Twist Made Me,Lil Wayne,Sorry 4 The Wait,65,"rap, hip hop",https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,4AZKDSYA1qtpiZQBdXno2j
Hotline Bling,Drake,Views,81,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,0wwPcA6wtMf6HUMpIRdeP7
Gotta Have It,JAY-Z,Watch The Throne,66,"hip hop, east coast hip hop, rap",https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB,6JFLZH9vCzgqnUToBdiHQb
The Motto,Drake,Take Care (Deluxe),77,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,4Kz4RdRCceaA9VgTqBhBfa
All Falls Down,Kanye West,The College Dropout,84,rap,https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x,5SkRLpaGtvYPhw02vZhQQ9
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,TESTING,84,rap,https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca,7ycWLEP1GsNjVvcjawXz3z
Forever,Drake,Relapse: Refill,75,rap,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,5UsLjwBaTHBX4ektWIr4XX
Lollipop,Lil Wayne,Tha Carter III (MTV Bonus Version),71,"rap, hip hop",https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,1pm7lQGl6mvKWDxesZTVFp
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),77,"rap, hip hop",https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,4dASQiO1Eoo3RJvt74FtXB
Love Me,Lil Wayne,I Am Not A Human Being II (Deluxe),88,"rap, hip hop",https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,2XHzzp1j4IfTNp1FTn7YFg
A Milli,Lil Wayne,Tha Carter III,72,"rap, hip hop",https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865,6ScJMrlpiLfZUGtWp4QIVt
Fíjate Que Sí,Edwin Luna y La Trakalosa de Monterrey,Me Hiciste un Borracho,69,"banda, norteño",https://open.spotify.com/artist/4LFOoXhMhnq9U8VsZkSwxl,6dmjHRIprOaIeDOk65RNdI
Infrunami,Steve Lacy,The Lo-Fis,84,Unknown,https://open.spotify.com/artist/57vWImR43h4CaDao012Ofp,0f8eRy9A0n6zXpKSHSCAEp
Take It Back,Pink Floyd,The Division Bell,62,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,325toqbCzE1g1pYIED7U4C
A Great Day for Freedom,Pink Floyd,The Division Bell,57,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,2dxfyqdrI8XVOT3H1YcOsU
Marooned,Pink Floyd,The Division Bell,62,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,6bIPHR8AJG5HAcn9oF21Ma
Poles Apart,Pink Floyd,The Division Bell,60,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,6uE9hF8fIb6shBXrrzA12U
What Do You Want from Me,Pink Floyd,The Division Bell,62,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,3Tsh9pjiJ5cvmuiZALdgVz
Cluster One,Pink Floyd,The Division Bell,56,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,0iJfN2CqrX7O8hkzgAMMAf
Shine On You Crazy Diamond (Pts. 6-9),Pink Floyd,Wish You Were Here,64,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,21j1PsCiTaO8ZW88UZrh3A
Welcome to the Machine,Pink Floyd,Wish You Were Here,67,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,5VWC7v2dC2K0SIIjT9WTLN
Shine On You Crazy Diamond (Pts. 1-5),Pink Floyd,Wish You Were Here,72,"progressive rock, psychedelic rock, classic rock, symphonic rock, art rock, rock",https://open.spotify.com/artist/0k17h0D3J5VfsdmQ1iZtE9,6pnwfWyaWjQiHCKTiZLItr
Castles Made of Sand,Jimi Hendrix,Axis: Bold As Love,62,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,3qebSLgUwaEqbwCM5sj5Kh
Foxey Lady,Jimi Hendrix,Are You Experienced,62,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,23MrkN7g6Q5U7GLIxNHN1B
The Wind Cries Mary,Jimi Hendrix,Are You Experienced,63,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,5H6Jp0syB5yEPk7SWYdlmk
Hey Joe,Jimi Hendrix,Are You Experienced,70,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,0NWPxcsf5vdjdiFUI8NgkP
Purple Haze,Jimi Hendrix,Are You Experienced,71,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,0wJoRiX5K5BxlqZTolB2LD
All Along the Watchtower,Jimi Hendrix,Electric Ladyland,77,"psychedelic rock, classic rock, acid rock, blues rock",https://open.spotify.com/artist/776Uo845nYHJpNaStv1Ds4,2aoo2jlRnM3A0NyLQqMN2f
Un Millón de Primaveras,Vicente Fernández,Vicente Fernandez Para Siempre,78,"mariachi, ranchera, música mexicana, bolero, banda, norteño",https://open.spotify.com/artist/4PPoI9LuYeFX8V674Z1R6l,6j5LtifAnuTjTYvml61yFZ
Flor De Capomo,Carlos Y Jose,15 Éxitos,67,"norteño, corrido, cumbia norteña, música mexicana, ranchera",https://open.spotify.com/artist/2IRfUbSEqoOzedNHXVD1Xb,656ZHcf9DiKQMvzuVPIZoi
Hermano Cayó la Ley,Tigres De Santa Clara,Que Siga la Cumbia,45,"corrido, ranchera",https://open.spotify.com/artist/3cdz4IqvCqGHXluzNPiXzc,6wEw0WrfBSYpzKX5m6JlB5
Juicy - 2005 Remaster,The Notorious B.I.G.,Ready to Die (The Remaster),78,"gangster rap, east coast hip hop, hip hop",https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,5ByAIlEEnxYdvpnezg7HTX
Hypnotize - 2014 Remaster,The Notorious B.I.G.,Life After Death (2014 Remastered Edition),83,"gangster rap, east coast hip hop, hip hop",https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,7KwZNVEaqikRSBSpyhXK2j
Party And Bullshit,The Notorious B.I.G.,Whos The Man ? Soundtrack,73,"gangster rap, east coast hip hop, hip hop",https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,5mqPg2dyqb1gBNyg9ycGcT
21 Questions,50 Cent,Get Rich Or Die Tryin',75,east coast hip hop,https://open.spotify.com/artist/3q7HBObVc0L8jNeTe5Gofh,41bIQPBE1lFN0mmw6Lmssz
